ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
6573-V	HSK 7-9	出手	chūshǒu	passer à l'action ; intervenir ; vendre	关键时刻他终于出手了 - guānjiàn shíkè tā zhōngyú chūshǒu le - Au moment crucial, il est enfin passé à l'action<br>他出手大方 - tā chūshǒu dàfāng - Il est généreux dans ses dépenses<br>趁价格好的时候赶紧出手 - chèn jiàgé hǎo de shíhou gǎnjǐn chūshǒu - Profite des bons prix pour vendre rapidement	verbe,action,commerce	[sound:hsk-7-9_出手.wav]
6574-V	HSK 7-9	出台	chūtái	promulguer ; publier (une politique)	政府出台了新的环保政策 - zhèngfǔ chūtái le xīn de huánbǎo zhèngcè - Le gouvernement a promulgué une nouvelle politique environnementale<br>这项法规即将出台 - zhè xiàng fǎguī jíjiāng chūtái - Ce règlement va bientôt être publié<br>出台的措施得到了公众支持 - chūtái de cuòshī dédào le gōngzhòng zhīchí - Les mesures promulguées ont obtenu le soutien du public	verbe,politique,droit	[sound:hsk-7-9_出台.wav]
6575-V	HSK 7-9	出头	chūtóu	se mettre en avant ; dépasser (un nombre/âge)	他不愿意出头 - tā bú yuànyì chūtóu - Il ne veut pas se mettre en avant<br>她三十出头，事业有成 - tā sānshí chūtóu, shìyè yǒuchéng - Elle a un peu plus de trente ans et a réussi sa carrière<br>枪打出头鸟 - qiāng dǎ chūtóu niǎo - C'est l'oiseau qui se montre qui se fait tirer dessus	verbe,social,expression	[sound:hsk-7-9_出头.wav]
6576-V	HSK 7-9	出土	chūtǔ	être exhumé ; être mis au jour	考古学家出土了大量文物 - kǎogǔ xuéjiā chūtǔ le dàliàng wénwù - Les archéologues ont mis au jour de nombreuses reliques<br>这件出土的陶器有三千年历史 - zhè jiàn chūtǔ de táoqì yǒu sānqiān nián lìshǐ - Cette poterie exhumée a trois mille ans d'histoire<br>墓中出土了许多金银珠宝 - mù zhōng chūtǔ le xǔduō jīnyín zhūbǎo - De nombreux bijoux en or et argent ont été exhumés de la tombe	verbe,histoire,archéologie	[sound:hsk-7-9_出土.wav]
6577-V	HSK 7-9	除外	chúwài	à l'exception de ; excepté	周末除外，我每天都上班 - zhōumò chúwài, wǒ měitiān dōu shàngbān - Je travaille tous les jours sauf le week-end<br>本规定对未成年人除外 - běn guīdìng duì wèi chéngnián rén chúwài - Ce règlement ne s'applique pas aux mineurs<br>所有人都同意了，他除外 - suǒyǒu rén dōu tóngyì le, tā chúwài - Tout le monde est d'accord, sauf lui	préposition,grammaire,logique	[sound:hsk-7-9_除外.wav]
6578-V	HSK 7-9	出息	chūxi	avenir ; potentiel ; être prometteur	这孩子将来一定有出息 - zhè háizi jiānglái yídìng yǒu chūxi - Cet enfant aura certainement un bel avenir<br>你要争气，做个有出息的人 - nǐ yào zhēngqì, zuò ge yǒu chūxi de rén - Tu dois te battre, devenir quelqu'un qui a de l'avenir<br>真没出息，遇到困难就放弃 - zhēn méi chūxi, yùdào kùnnan jiù fàngqì - Vraiment sans avenir, abandonner dès qu'on rencontre des difficultés	nom,caractère,vie	[sound:hsk-7-9_出息.wav]
6579-V	HSK 7-9	出征	chūzhēng	partir en campagne ; partir en expédition	运动员们即将出征奥运会 - yùndòngyuánmen jíjiāng chūzhēng àoyùnhuì - Les athlètes vont bientôt partir pour les Jeux olympiques<br>将军率军出征 - jiāngjūn shuài jūn chūzhēng - Le général part en campagne à la tête de ses troupes<br>出征前，他们举行了壮行仪式 - chūzhēng qián, tāmen jǔxíng le zhuàngxíng yíshì - Avant le départ, ils ont tenu une cérémonie d'adieu	verbe,militaire,sport	[sound:hsk-7-9_出征.wav]
6580-V	HSK 7-9	处置	chǔzhì	traiter ; disposer de ; sanctionner	这件事应该如何处置？ - zhè jiàn shì yīnggāi rúhé chǔzhì? - Comment faut-il traiter cette affaire ?<br>违法者将被依法处置 - wéifǎ zhě jiāng bèi yī fǎ chǔzhì - Les contrevenants seront sanctionnés conformément à la loi<br>他妥善处置了这次危机 - tā tuǒshàn chǔzhì le zhè cì wēijī - Il a traité cette crise de manière appropriée	verbe,droit,travail	[sound:hsk-7-9_处置.wav]
6581-V	HSK 7-9	出众	chūzhòng	remarquable ; hors du commun	她的才华出众 - tā de cáihuá chūzhòng - Son talent est remarquable<br>他能力出众，很快就升职了 - tā nénglì chūzhòng, hěn kuài jiù shēngzhí le - Ses compétences sont remarquables, il a vite été promu<br>出众的外貌让她成为焦点 - chūzhòng de wàimào ràng tā chéngwéi jiāodiǎn - Son apparence remarquable fait d'elle le centre de l'attention	adjectif,description,éloge	[sound:hsk-7-9_出众.wav]
6582-V	HSK 7-9	初衷	chūzhōng	intention initiale ; motivation première	不要忘记自己的初衷 - búyào wàngjì zìjǐ de chūzhōng - N'oublie pas ton intention initiale<br>他始终坚守初衷 - tā shǐzhōng jiānshǒu chūzhōng - Il reste toujours fidèle à sa motivation première<br>创办学校的初衷是帮助贫困儿童 - chuàngbàn xuéxiào de chūzhōng shì bāngzhù pínkùn értóng - L'intention initiale de la création de l'école était d'aider les enfants défavorisés	nom,concept,pensée	[sound:hsk-7-9_初衷.wav]
6583-V	HSK 7-9	出资	chūzī	financer ; investir des fonds	政府出资建设了这座桥 - zhèngfǔ chūzī jiànshè le zhè zuò qiáo - Le gouvernement a financé la construction de ce pont<br>他出资一百万创办了公司 - tā chūzī yìbǎi wàn chuàngbàn le gōngsī - Il a investi un million pour fonder l'entreprise<br>多家企业出资赞助这个项目 - duō jiā qǐyè chūzī zànzhù zhège xiàngmù - Plusieurs entreprises financent ce projet	verbe,économie,finance	[sound:hsk-7-9_出资.wav]
6584-V	HSK 7-9	出走	chūzǒu	s'enfuir ; quitter (la maison) ; partir	青少年离家出走的问题引起关注 - qīngshàonián líjiā chūzǒu de wèntí yǐnqǐ guānzhù - Le problème des fugues d'adolescents attire l'attention<br>高管集体出走，公司陷入困境 - gāoguǎn jítǐ chūzǒu, gōngsī xiànrù kùnjìng - Les cadres sont partis collectivement, l'entreprise est en difficulté<br>她一气之下离家出走了 - tā yì qì zhī xià líjiā chūzǒu le - Sous le coup de la colère, elle a quitté la maison	verbe,action,social	[sound:hsk-7-9_出走.wav]
6585-V	HSK 7-9	辞	cí	demissionner, quitter; decliner, refuser; mot, expression	辞职 - ci zhi - demissionner<br>不辞辛苦 - bu ci xinkǔ - ne pas reculer devant la peine<br>他辞去了工作 - tā ci qu le gōngzuo - Il a quitte son travail	verbe,travail,communication	[sound:hsk-7-9_辞.wav]
6586-V	HSK 7-9	赐	cì	accorder, octroyer (du superieur a l inferieur)	赐教 - cijiào - daigner enseigner (formule de politesse)<br>皇帝赐给他一把剑 - huangdi ci gěi tā yi bǎ jian - L empereur lui a offert une epee<br>恩赐 - ēnci - grace imperiale	verbe,formel,histoire	[sound:hsk-7-9_赐.wav]
6587-V	HSK 7-9	辞呈	cíchéng	lettre de demission	提交辞呈 - tijiāo cicheng - soumettre sa lettre de demission<br>他递上了辞呈 - tā di shang le cicheng - Il a presente sa demission<br>辞呈已经批准了 - cicheng yǐjīng pīzhǔn le - La demission a ete approuvee	nom,travail,formel	[sound:hsk-7-9_辞呈.wav]
6588-V	HSK 7-9	磁带	cídài	cassette audio, bande magnetique	录音磁带 - luyīn cidai - cassette d enregistrement<br>磁带录音机 - cidai luyīnjī - magnetophone a cassettes<br>这盘磁带已经坏了 - zhe pan cidai yǐjīng huai le - Cette cassette est abimee	nom,technologie,audio	[sound:hsk-7-9_磁带.wav]
6589-V	HSK 7-9	辞典	cídiǎn	dictionnaire	查辞典 - cha cidiǎn - consulter un dictionnaire<br>中法辞典 - zhōng-fǎ cidiǎn - dictionnaire chinois-francais<br>电子辞典 - dianzǐ cidiǎn - dictionnaire electronique	nom,education,outil	[sound:hsk-7-9_辞典.wav]
6590-V	HSK 7-9	刺耳	cì'ěr	strident, desagreable a l oreille	刺耳的声音 - ciěr de shēngyīn - un son strident<br>他说了刺耳的话 - tā shuō le ciěr de hua - Il a dit des paroles blessantes<br>喇叭声很刺耳 - lǎba shēng hěn ciěr - Le son du klaxon est strident	adjectif,son,sensation	[sound:hsk-7-9_刺耳.wav]
6591-V	HSK 7-9	刺骨	cìgǔ	glacial, percant (froid)	刺骨的寒风 - cigǔ de hanfēng - un vent glacial<br>河水刺骨 - heshuǐ cigǔ - l eau de la riviere est glaciale<br>寒冬刺骨 - handōng cigǔ - un hiver glacial et percant	adjectif,meteo,sensation	[sound:hsk-7-9_刺骨.wav]
6592-V	HSK 7-9	伺候	cìhou	servir, s occuper de (quelqu un)	伺候病人 - cihou bingren - soigner un malade<br>他伺候父母很周到 - tā cihou fumu hěn zhōudao - Il prend grand soin de ses parents<br>这个人很难伺候 - zhege ren hěn nan cihou - Cette personne est difficile a contenter	verbe,soin,quotidien	[sound:hsk-7-9_伺候.wav]
6593-V	HSK 7-9	赐教	cìjiào	daigner enseigner, eclairer (formule de politesse)	请您赐教 - qǐng nin cijiào - veuillez m eclairer<br>不吝赐教 - bulin cijiào - ne pas hesiter a enseigner<br>多谢您的赐教 - duōxie nin de cijiào - Merci pour vos conseils	verbe,politesse,formel	[sound:hsk-7-9_赐教.wav]
6594-V	HSK 7-9	次品	cìpǐn	produit defectueux, article de second choix	这是次品 - zhe shi cipǐn - C est un article defectueux<br>次品率太高 - cipǐn lu tai gāo - Le taux de produits defectueux est trop eleve<br>退换次品 - tuihuan cipǐn - echanger un produit defectueux	nom,commerce,qualite	[sound:hsk-7-9_次品.wav]
6595-V	HSK 7-9	此起彼伏	cǐqǐ-bǐfú	l un apres l autre, en vagues successives	掌声此起彼伏 - zhǎngshēng cǐqǐ-bǐfu - les applaudissements se succedent<br>报名此起彼伏 - baoming cǐqǐ-bǐfu - les inscriptions affluent les unes apres les autres<br>浪花此起彼伏 - langhuā cǐqǐ-bǐfu - les vagues se succedent sans fin	expression,description,litteraire	[sound:hsk-7-9_此起彼伏.wav]
6596-V	HSK 7-9	次日	cìrì	le lendemain, le jour suivant	次日早晨 - ciri zǎo chen - le lendemain matin<br>次日他就出发了 - ciri tā jiu chūfā le - Le lendemain il est parti<br>会议定在次日举行 - huiyi ding zai ciri jǔxing - La reunion est prevue pour le lendemain	nom,temps,formel	[sound:hsk-7-9_次日.wav]
6597-V	HSK 7-9	慈善	císhàn	caritatif, philanthropique; charite	慈善机构 - cishan jīgou - organisme caritatif<br>做慈善 - zuo cishan - faire de la charite<br>慈善事业 - cishan shiye - oeuvre caritative	nom,adjectif,societe,aide	[sound:hsk-7-9_慈善.wav]
6598-V	HSK 7-9	磁铁	cítiě	aimant	磁铁吸引铁 - citiě xīyǐn tiě - l aimant attire le fer<br>这是一块磁铁 - zhe shi yi kuai citiě - C est un aimant<br>磁铁的磁力很强 - citiě de cili hěn qiang - La force magnetique de l aimant est forte	nom,science,physique	[sound:hsk-7-9_磁铁.wav]
6599-V	HSK 7-9	辞退	cítuì	congedier, licencier	被辞退 - bei cituì - etre licencie<br>公司辞退了他 - gōngsī cituì le tā - L entreprise l a licencie<br>辞退员工 - cituì yuangōng - congedier un employe	verbe,travail,formel	[sound:hsk-7-9_辞退.wav]
6600-V	HSK 7-9	慈祥	cíxiáng	bienveillant, affable (personne agee)	慈祥的老人 - cixiang de lǎoren - un vieil homme bienveillant<br>她的笑容很慈祥 - tā de xiaorong hěn cixiang - Son sourire est bienveillant<br>奶奶慈祥地看着我 - nǎinai cixiang de kanzhe wǒ - Grand-mere me regarde avec bienveillance	adjectif,personne,sentiment	[sound:hsk-7-9_慈祥.wav]
6601-V	HSK 7-9	雌性	cíxìng	femelle, de sexe feminin	雌性动物 - cixing dongwu - animal femelle<br>这只鸟是雌性的 - zhe zhī niǎo shi cixing de - Cet oiseau est une femelle<br>雌性激素 - cixing jīsu - hormone femelle	nom,adjectif,biologie,science	[sound:hsk-7-9_雌性.wav]
6602-V	HSK 7-9	刺绣	cìxiù	broderie, broder	刺绣艺术 - cixiu yishu - art de la broderie<br>她擅长刺绣 - tā shanchang cixiu - Elle excelle en broderie<br>中国刺绣很有名 - zhōngguo cixiu hěn yǒuming - La broderie chinoise est tres celebre	nom,verbe,artisanat,culture	[sound:hsk-7-9_刺绣.wav]
6603-V	HSK 7-9	次序	cìxù	ordre, sequence	按次序排列 - an cixu pailie - classer par ordre<br>次序不能乱 - cixu bu neng luan - L ordre ne doit pas etre perturbe<br>请按次序进入 - qǐng an cixu jinru - Veuillez entrer dans l ordre	nom,organisation,logique	[sound:hsk-7-9_次序.wav]
6604-V	HSK 7-9	刺眼	cìyǎn	eblouissant, aveuglant; choquant	阳光很刺眼 - yangguāng hěn ciyǎn - Le soleil est eblouissant<br>刺眼的灯光 - ciyǎn de dēngguāng - une lumiere aveuglante<br>颜色太刺眼 - yanse tai ciyǎn - La couleur est trop criarde	adjectif,lumiere,sensation	[sound:hsk-7-9_刺眼.wav]
6605-V	HSK 7-9	次要	cìyào	secondaire, moins important	次要因素 - ciyao yīnsu - facteur secondaire<br>这是次要的问题 - zhe shi ciyao de wenti - C est un probleme secondaire<br>次要矛盾 - ciyao maodun - contradiction secondaire	adjectif,logique,analyse	[sound:hsk-7-9_次要.wav]
6606-V	HSK 7-9	此致	cǐzhì	formule de cloture dans une lettre (cordialement)	此致敬礼 - cǐzhi jinglǐ - Veuillez agreer mes salutations<br>信的结尾写此致 - xin de jiewei xiě cǐzhi - On ecrit ci-zhi a la fin de la lettre<br>此致工作顺利 - cǐzhi gōngzuo shunli - En vous souhaitant bonne reussite	expression,courrier,formel	[sound:hsk-7-9_此致.wav]
6607-V	HSK 7-9	丛	cóng	touffe, bosquet; foule (classificateur)	一丛草 - yi cong cǎo - une touffe d herbe<br>树丛 - shucong - fourre, bosquet<br>草丛 - cǎocong - broussailles	nom,classificateur,nature	[sound:hsk-7-9_丛.wav]
6608-V	HSK 7-9	葱	cōng	oignon vert, ciboule	切葱 - qiē cōng - couper de la ciboule<br>葱姜蒜 - cōng jiāng suan - ciboule, gingembre et ail<br>葱花 - cōnghuā - ciboule emincee	nom,nourriture,cuisine	[sound:hsk-7-9_葱.wav]
6609-V	HSK 7-9	丛林	cónglín	jungle, foret dense	丛林探险 - conglin tanxiǎn - explorer la jungle<br>热带丛林 - redai conglin - foret tropicale<br>丛林里有很多动物 - conglin lǐ yǒu hěn duō dongwu - Il y a beaucoup d animaux dans la jungle	nom,nature,geographie	[sound:hsk-7-9_丛林.wav]
6610-V	HSK 7-9	从容	cóngróng	calme, serein, pose	从容不迫 - congrong-bupo - calme et imperturbable<br>他很从容地回答 - tā hěn congrong de huida - Il a repondu avec calme<br>从容应对 - congrong yingdui - faire face avec serenite	adjectif,attitude,sentiment	[sound:hsk-7-9_从容.wav]
6611-V	HSK 7-9	从容不迫	cóngróng-búpò	calme et imperturbable, sans precipitation	他从容不迫地说 - tā congrong-bupo de shuō - Il a parle calmement et posement<br>面对危险，他从容不迫 - miandui wēixiǎn, tā congrong-bupo - Face au danger, il reste imperturbable<br>她总是从容不迫 - tā zǒngshi congrong-bupo - Elle est toujours calme et posee	expression,attitude,caractere	[sound:hsk-7-9_从容不迫.wav]
6612-V	HSK 7-9	从头	cóngtóu	depuis le debut, a partir du commencement	从头开始 - congtou kāishǐ - recommencer depuis le debut<br>从头再来 - congtou zailai - reprendre depuis le debut<br>让我从头说起 - rang wǒ congtou shuōqǐ - Laissez-moi raconter depuis le debut	adverbe,temps,logique	[sound:hsk-7-9_从头.wav]
6613-V	HSK 7-9	凑	còu	rassembler; reunir; se rapprocher	凑钱 - cou qian - reunir de l'argent<br>凑在一起 - cou zai yiqi - se rassembler<br>凑数 - coushu - faire nombre; completer un effectif	verbe,action,quotidien	[sound:hsk-7-9_凑.wav]
6614-V	HSK 7-9	凑合	còuhe	faire avec; se contenter de; passable	凑合着用 - couhe zhe yong - faire avec ce qu'on a<br>这饭凑合吃吧 - zhe fan couhe chi ba - ce repas est passable, mangeons<br>凑合过日子 - couhe guo rizi - vivoter; vivre tant bien que mal	verbe,adjectif,quotidien	[sound:hsk-7-9_凑合.wav]
6615-V	HSK 7-9	凑巧	còuqiǎo	par hasard; par coincidence; tomber bien	凑巧我也在 - couqiao wo ye zai - par coincidence, moi aussi j'etais la<br>真凑巧 - zhen couqiao - quelle coincidence<br>凑巧遇到他 - couqiao yudao ta - le rencontrer par hasard	adverbe,quotidien	[sound:hsk-7-9_凑巧.wav]
6616-V	HSK 7-9	窜	cuàn	s'enfuir; filer; se faufiler	窜逃 - cuantao - s'enfuir; prendre la fuite<br>老鼠到处窜 - laoshu daochu cuan - les souris filent partout<br>东奔西窜 - dongben-xicuan - courir dans tous les sens	verbe,mouvement,action	[sound:hsk-7-9_窜.wav]
6617-V	HSK 7-9	粗暴	cūbào	brutal; violent; grossier	粗暴的态度 - cubao de taidu - attitude brutale<br>粗暴对待 - cubao duidai - traiter brutalement<br>他说话很粗暴 - ta shuohua hen cubao - il parle de maniere tres grossiere	adjectif,comportement,caractere	[sound:hsk-7-9_粗暴.wav]
6618-V	HSK 7-9	粗糙	cūcāo	rugueux; grossier; mal fini	皮肤粗糙 - pifu cucao - peau rugueuse<br>做工粗糙 - zuogong cucao - travail grossier<br>粗糙的表面 - cucao de biaomian - surface rugueuse	adjectif,description,qualite	[sound:hsk-7-9_粗糙.wav]
6619-V	HSK 7-9	促成	cùchéng	favoriser; contribuer a; faire aboutir	促成合作 - cucheng hezuo - favoriser une cooperation<br>促成协议 - cucheng xieyi - faire aboutir un accord<br>促成双方和解 - cucheng shuangfang hejie - favoriser la reconciliation des deux parties	verbe,action,travail	[sound:hsk-7-9_促成.wav]
6620-V	HSK 7-9	璀璨	cuǐcàn	eclatant; etincelant; resplendissant	璀璨的星空 - cuican de xingkong - ciel etoile etincelant<br>璀璨的宝石 - cuican de baoshi - pierres precieuses eclatantes<br>璀璨夺目 - cuican duomu - eblouissant; resplendissant	adjectif,litteraire,description	[sound:hsk-7-9_璀璨.wav]
6621-V	HSK 7-9	摧残	cuīcán	ravager; detruire; porter atteinte a	摧残身体 - cuican shenti - ravager le corps<br>战争摧残了这座城市 - zhanzheng cuican le zhe zuo chengshi - la guerre a ravage cette ville<br>摧残文化 - cuican wenhua - detruire la culture	verbe,action,destruction	[sound:hsk-7-9_摧残.wav]
6622-V	HSK 7-9	催促	cuīcù	presser; harceler; pousser a agir vite	催促他快点 - cuicu ta kuai dian - le presser de se depecher<br>老板催促员工 - laoban cuicu yuangong - le patron presse les employes<br>不停地催促 - buting de cuicu - ne pas cesser de presser	verbe,action,communication	[sound:hsk-7-9_催促.wav]
6623-V	HSK 7-9	摧毁	cuīhuǐ	detruire; aneantir; demolir	摧毁建筑 - cuihui jianzhu - detruire un batiment<br>地震摧毁了整个村庄 - dizhen cuihui le zhengge cunzhuang - le seisme a aneanti tout le village<br>摧毁敌人的防线 - cuihui diren de fangxian - detruire la ligne de defense ennemie	verbe,action,destruction	[sound:hsk-7-9_摧毁.wav]
6624-V	HSK 7-9	翠绿	cuìlǜ	vert emeraude; vert jade	翠绿的树叶 - cuilv de shuye - feuilles vert emeraude<br>翠绿的山峰 - cuilv de shanfeng - montagnes vert jade<br>一片翠绿 - yi pian cuilv - une etendue de verdure eclatante	adjectif,couleur,nature	[sound:hsk-7-9_翠绿.wav]
6625-V	HSK 7-9	催眠	cuīmián	hypnotiser; hypnose; endormir	催眠术 - cuimianshu - technique d'hypnose<br>催眠曲 - cuimianqu - berceuse<br>催眠疗法 - cuimian liaofa - therapie par hypnose	verbe,nom,sante,psychologie	[sound:hsk-7-9_催眠.wav]
6626-V	HSK 7-9	粗鲁	cūlǔ	grossier; impoli; rustre	粗鲁的行为 - culu de xingwei - comportement grossier<br>他很粗鲁 - ta hen culu - il est tres grossier<br>说话粗鲁 - shuohua culu - parler de maniere impolie	adjectif,comportement,caractere	[sound:hsk-7-9_粗鲁.wav]
6627-V	HSK 7-9	粗略	cūlüè	sommaire; approximatif; superficiel	粗略估计 - culue guji - estimation approximative<br>粗略地看了一下 - culue de kan le yixia - jeter un coup d'oeil rapide<br>粗略的计划 - culue de jihua - plan sommaire	adjectif,description,travail	[sound:hsk-7-9_粗略.wav]
6628-V	HSK 7-9	存活	cúnhuó	survivre; rester en vie	存活率 - cunhuolv - taux de survie<br>在恶劣环境中存活 - zai elie huanjing zhong cunhuo - survivre dans un environnement hostile<br>存活下来 - cunhuo xialai - reussir a survivre	verbe,sante,vie	[sound:hsk-7-9_存活.wav]
6629-V	HSK 7-9	存货	cúnhuò	stock; marchandises en reserve	存货不足 - cunhuo buzu - stock insuffisant<br>清理存货 - qingli cunhuo - liquider les stocks<br>存货管理 - cunhuo guanli - gestion des stocks	nom,commerce,economie	[sound:hsk-7-9_存货.wav]
6630-V	HSK 7-9	存心	cúnxīn	avoir l'intention de; deliberement; expres	存心捣乱 - cunxin daoluan - chercher deliberement a semer le trouble<br>你是存心的吧 - ni shi cunxin de ba - tu l'as fait expres, non?<br>存心报复 - cunxin baofu - avoir l'intention de se venger	adverbe,verbe,intention	[sound:hsk-7-9_存心.wav]
6631-V	HSK 7-9	存折	cúnzhé	livret d'epargne; livret bancaire	银行存折 - yinhang cunzhe - livret bancaire<br>存折上的余额 - cunzhe shang de yu'e - le solde sur le livret d'epargne<br>办理存折 - banli cunzhe - ouvrir un livret d'epargne	nom,finance,banque	[sound:hsk-7-9_存折.wav]
6632-V	HSK 7-9	搓	cuō	frotter; rouler entre les mains	搓手 - cuoshou - se frotter les mains<br>搓衣服 - cuo yifu - frotter des vetements (pour les laver)<br>搓面团 - cuo miantuan - rouler de la pate entre les mains	verbe,action,quotidien	[sound:hsk-7-9_搓.wav]
6633-V	HSK 7-9	挫败	cuòbài	vaincre; faire echouer; mettre en echec	挫败敌人的计划 - cuobai diren de jihua - faire echouer le plan de l'ennemi<br>遭受挫败 - zaoshou cuobai - subir un echec<br>挫败感 - cuobaigan - sentiment d'echec	verbe,nom,action,conflit	[sound:hsk-7-9_挫败.wav]
6634-V	HSK 7-9	错别字	cuòbiézì	caractere mal ecrit ou utilise a tort	写了很多错别字 - xie le henduo cuobiezi - avoir ecrit beaucoup de caracteres errones<br>检查错别字 - jiancha cuobiezi - verifier les fautes de caracteres<br>注意错别字 - zhuyi cuobiezi - faire attention aux fautes de caracteres	nom,ecriture,education	[sound:hsk-7-9_错别字.wav]
6635-V	HSK 7-9	错觉	cuòjué	illusion; fausse impression	产生错觉 - chansheng cuojue - avoir une illusion<br>视觉错觉 - shijue cuojue - illusion d'optique<br>这只是一种错觉 - zhe zhishi yi zhong cuojue - ce n'est qu'une illusion	nom,psychologie,perception	[sound:hsk-7-9_错觉.wav]
6636-V	HSK 7-9	磋商	cuōshāng	negocier; deliberer; discuter	磋商会议 - cuoshang huiyi - reunion de negociation<br>双方进行磋商 - shuangfang jinxing cuoshang - les deux parties negocient<br>磋商解决方案 - cuoshang jiejue fang'an - negocier une solution	verbe,politique,diplomatie,travail	[sound:hsk-7-9_磋商.wav]
6637-V	HSK 7-9	措手不及	cuòshǒu-bùjí	etre pris au depourvu; ne pas avoir le temps de reagir	突如其来的消息让他措手不及 - turu-qilai de xiaoxi rang ta cuoshou-buji - la nouvelle soudaine l'a pris au depourvu<br>敌人被打得措手不及 - diren bei da de cuoshou-buji - l'ennemi a ete pris de court<br>事情来得太快，让人措手不及 - shiqing lai de tai kuai, rang ren cuoshou-buji - les choses arrivent trop vite, on est pris au depourvu	expression,idiomatique,situation	[sound:hsk-7-9_措手不及.wav]
6638-V	HSK 7-9	错位	cuòwèi	dislocation; decalage; etre mal positionne	错位发展 - cuowei fazhan - developpement decale<br>关节错位 - guanjie cuowei - luxation articulaire<br>角色错位 - juese cuowei - confusion des roles	nom,verbe,medecine,concept	[sound:hsk-7-9_错位.wav]
6639-V	HSK 7-9	错综复杂	cuòzōng-fùzá	extremement complexe; enchevetre	错综复杂的关系 - cuozong-fuza de guanxi - relations extremement complexes<br>问题错综复杂 - wenti cuozong-fuza - le probleme est tres complexe<br>错综复杂的局面 - cuozong-fuza de jumian - situation enchevetree	adjectif,expression,idiomatique,description	[sound:hsk-7-9_错综复杂.wav]
6640-V	HSK 7-9	粗心大意	cūxīn-dàyì	negligent; etourdi; inattentif	他总是粗心大意 - ta zongshi cuxin-dayi - il est toujours negligent<br>粗心大意导致失败 - cuxin-dayi daozhi shibai - la negligence mene a l'echec<br>别粗心大意 - bie cuxin-dayi - ne sois pas etourdi	adjectif,expression,idiomatique,caractere	[sound:hsk-7-9_粗心大意.wav]
6641-V	HSK 7-9	簇拥	cùyōng	entourer en foule; escorter en groupe	被人簇拥着 - bei ren cuyong zhe - etre entoure par la foule<br>粉丝簇拥着明星 - fensi cuyong zhe mingxing - les fans entourent la star<br>鲜花簇拥 - xianhua cuyong - entoure de fleurs	verbe,action,social	[sound:hsk-7-9_簇拥.wav]
6109-CSV	HSK 7-9	打2	dǎ	XXX	XXX	XXX	XXX
6643-V	HSK 7-9	打喷嚏	dǎ pēntì	eternuer	打了一个喷嚏 - da le yi ge penti - avoir eternue une fois<br>不停地打喷嚏 - buting de da penti - eternuer sans arret<br>感冒了，一直打喷嚏 - ganmao le, yizhi da penti - enrhume, je n'arrete pas d'eternuer	verbe,sante,quotidien	[sound:hsk-7-9_打喷嚏.wav]
6644-V	HSK 7-9	打下手	dǎ xiàshǒu	donner un coup de main; assister; etre second	给师傅打下手 - gei shifu da xiashou - assister le maitre<br>我来打下手 - wo lai da xiashou - je vais donner un coup de main<br>在厨房打下手 - zai chufang da xiashou - donner un coup de main en cuisine	verbe,action,travail,quotidien	[sound:hsk-7-9_打下手.wav]
1818-V	HSK 7-9	答辩	dábiàn	soutenance	论文答辩 - lùnwén dábiàn - défense de mémoire<br>毕业答辩 - bìyè dábiàn - Réception du diplôme<br>答辩委员会 - dábiàn wěiyuánhuì - Commission d'examen	éducation	[sound:hsk1_答辩.wav]
6645-V	HSK 7-9	达标	dábiāo	atteindre la norme; etre conforme aux standards	产品达标 - dabiaohua chanpin dabiao - le produit est conforme aux normes<br>成绩达标 - chengji dabiao - les resultats atteignent le niveau requis<br>排放达标 - paifang dabiao - les emissions sont conformes aux normes	verbe,travail,qualite	[sound:hsk-7-9_达标.wav]
6646-V	HSK 7-9	大不了	dàbuliǎo	au pire; ce n'est pas grave; pas si terrible	大不了重新来 - dabulio chongxin lai - au pire on recommence<br>没什么大不了的 - mei shenme dabulio de - ce n'est pas si grave<br>大不了不去了 - dabulio bu qu le - au pire on n'y va pas	adverbe,adjectif,quotidien,expression	[sound:hsk-7-9_大不了.wav]
6647-V	HSK 7-9	打岔	dǎchà	interrompre; couper la parole; changer de sujet	别打岔 - bie dacha - ne m'interromps pas<br>他总是打岔 - ta zongshi dacha - il coupe toujours la parole<br>故意打岔 - guyi dacha - interrompre volontairement	verbe,communication,quotidien	[sound:hsk-7-9_打岔.wav]
6648-V	HSK 7-9	搭乘	dāchéng	prendre (un moyen de transport); embarquer	搭乘飞机 - dacheng feiji - prendre l'avion<br>搭乘公交车 - dacheng gongjiaoche - prendre le bus<br>搭乘顺风车 - dacheng shunfengche - prendre un covoiturage	verbe,transport,voyage	[sound:hsk-7-9_搭乘.wav]
6649-V	HSK 7-9	大大咧咧	dàdaliēliē	insouciant; decontracte; desinvolte	他性格大大咧咧 - ta xingge dadalielie - il a un caractere insouciant<br>大大咧咧的样子 - dadalielie de yangzi - un air desinvolte<br>做事大大咧咧 - zuoshi dadalielie - faire les choses avec desinvolture	adjectif,caractere,quotidien	[sound:hsk-7-9_大大咧咧.wav]
6650-V	HSK 7-9	搭档	dādàng	partenaire; coequipier; faire equipe avec	他是我的搭档 - ta shi wo de dadang - il est mon partenaire<br>搭档合作 - dadang hezuo - travailler en equipe<br>找个搭档 - zhao ge dadang - trouver un partenaire	nom,verbe,travail,social	[sound:hsk-7-9_搭档.wav]
